N,P,K,temperature,humidity,ph,rainfall,label,rainfall_log,N_P_ratio,N_K_ratio,P_K_ratio,total_nutrients,climate_index,temp_humidity,rain_temp
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,5.419099115344367,2.236842105263158,2.125,0.925,161,8.992354680999897,2029.3561450063219,5510.80960841774
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,5.603747484293038,1.8148148148148149,2.5128205128205128,1.358974358974359,189,6.095536117222971,1654.582853088092,5481.063059013586
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,5.455885644869816,1.6,1.9555555555555555,1.2,186,9.22024781374969,2158.7563261468426,5999.7556344685
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,5.269647272593273,1.6964285714285714,2.2093023255813953,1.2790697674418605,192,11.326037207019212,2201.185868763597,5180.809143204983
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,5.610569747525986,1.706896551724138,2.75,1.5833333333333333,191,7.9477014788262,2172.106063900181,7286.076081721064
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,5.656863334778649,2.375,2.5675675675675675,1.054054054054054,170,6.932045547710711,1984.2936327172456,6806.992491987383
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,5.701786641305175,1.3636363636363635,1.3333333333333333,0.9555555555555556,147,5.823643867930453,1743.6097309109664,6272.241797884481
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,5.553092736521666,1.4,1.5,1.0476190476190477,148,7.843817066149196,2023.9742805393269,6213.288488915334
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,5.520333573848708,1.441860465116279,1.6756756756756757,1.135135135135135,140,7.486837239167152,1869.6004384414039,5666.136218294839
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,5.351385024895385,1.391304347826087,1.4545454545454546,1.0227272727272727,152,10.150852822545346,2140.8168670984164,5379.700307406668
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,5.3074500265658395,1.360655737704918,2.2432432432432434,1.6216216216216217,179,10.164138678132923,2051.4778933588136,5140.780801333264
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,5.702315123623044,2.0,2.0,0.975609756097561,162,6.747111000356759,2021.1653640524132,7114.889116161908
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,5.585507794537483,1.6037735849056605,1.8478260869565217,1.1304347826086956,182,8.131628079049412,2167.3683177970256,6987.185443971891
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,5.218620919377746,2.5277777777777777,2.3333333333333335,0.8974358974358975,164,10.855980426940603,2004.8750907798865,4573.115900140134
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,5.288044787818599,1.52,1.7674418604651163,1.1395348837209303,167,10.651399803478084,2108.5085080184276,4915.781296691024
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,5.4555148807720055,1.85,1.8974358974358974,1.0,151,8.400143642677303,1966.014521100038,5416.238338217596
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,5.355709516375157,1.7954545454545454,1.975,1.075,161,8.255712217334526,1748.6771505696352,4567.560297682694
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,5.540165994442482,1.5714285714285714,1.9130434782608696,1.1956521739130435,188,7.7772600839136965,1981.025851430526,6250.5128648358495
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,5.39773199746586,1.6216216216216217,1.3636363636363635,0.8181818181818182,139,8.810444045294092,1946.2696872213794,5152.638262136906
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,5.345110373440153,1.2459016393442623,1.9,1.5,175,7.684875699390902,1610.6040530696182,4181.0928499541205
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,5.278598374364344,1.631578947368421,2.1627906976744184,1.302325581395349,191,10.003726193242656,1961.6789982345647,4654.424270742509
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,5.430939537393182,1.0655737704918034,1.4772727272727273,1.3636363636363635,168,7.879922795526794,1799.4883323927727,4995.633865171683
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,5.661251981552506,1.7924528301886793,2.5675675675675675,1.4054054054054055,183,7.648317726392668,2198.9553818780564,7514.876513622202
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,5.652257036132303,1.9230769230769231,1.875,0.95,152,6.977528691968033,1988.1340899643178,6657.331031417127
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,5.386231436529393,1.3454545454545455,1.8974358974358974,1.3846153846153846,166,9.806228034208708,2141.472882339951,5576.970822597936
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,5.594622880518624,2.4594594594594597,1.9782608695652173,0.782608695652174,172,7.493111382768591,2015.468586949662,6550.26399703051
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,5.262449609708964,1.5106382978723405,1.7317073170731707,1.1219512195121952,157,8.631513313375619,1665.4813411181049,3892.855658071245
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,5.631077791483054,1.7678571428571428,2.75,1.5277777777777777,189,6.2485012385504275,1743.0982715804714,6038.413047206941
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,5.50594569851542,1.7560975609756098,1.8461538461538463,1.0256410256410255,150,6.81789804324516,1678.233310296744,5004.630468110716
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,5.508021734831923,1.4067796610169492,1.8043478260869565,1.2608695652173914,186,8.720561106684976,2151.0369728066257,6327.112609830473
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,5.636734751925912,1.576271186440678,2.3846153846153846,1.4871794871794872,189,6.155898973944008,1727.0077346129756,5762.8836043530855
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,5.3150949912711525,1.8918918918918919,1.627906976744186,0.8372093023255814,148,8.669345290464209,1763.2046652388292,4420.279186416343
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,5.578359897874372,1.5833333333333333,1.7674418604651163,1.0930232558139534,165,6.321084118107949,1672.7941132316373,5294.8098432918805
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,5.212550479768222,2.357142857142857,2.675675675675676,1.1081081081081081,176,11.025512238238662,2023.8610189845106,4465.096203071458
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,5.296681500248075,1.8,2.6052631578947367,1.4210526315789473,190,8.506712866723719,1698.5616795696772,4200.639592443421
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,5.499264556781985,1.4333333333333333,2.388888888888889,1.6388888888888888,180,8.659775731636048,2117.4194422085084,6279.495094703354
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,5.576366934024654,1.4680851063829787,1.6428571428571428,1.0952380952380953,156,7.186620637155927,1898.0607509387105,6220.256627601509
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,5.600286575815748,1.5964912280701755,2.3947368421052633,1.4736842105263157,184,6.979134517882917,1887.8832187739279,6314.993212310692
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,5.326905720872822,1.150943396226415,1.4523809523809523,1.2380952380952381,154,10.181429354105921,2095.340041585,5115.2317860595995
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,5.567915043617358,1.4565217391304348,1.7179487179487178,1.1538461538461537,150,7.131184182254675,1867.5680374648525,5929.4278543651735
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,5.692416287591509,1.8372093023255813,2.0789473684210527,1.105263157894737,158,6.946796708597599,2060.4855454415074,7352.696029285904
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,5.264345572405411,1.7727272727272727,1.813953488372093,1.0,163,9.155508696699151,1769.9406853285373,4100.98089791113
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,5.55486277503142,1.3636363636363635,2.027027027027027,1.4594594594594594,165,8.60267284720451,2223.71772741804,6770.649810341062
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,5.631495538332872,2.6216216216216215,2.108695652173913,0.782608695652174,178,6.5200599951172205,1819.612992424076,6181.338152363388
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,5.639792919964529,1.3958333333333333,1.488888888888889,1.0444444444444445,158,7.768882858137659,2186.1981239047213,7495.413647393581
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,5.230820569490575,2.0277777777777777,1.8717948717948718,0.8974358974358975,146,10.91437034639674,2040.3994384410078,4628.052922874398
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,5.275952404363883,2.081081081081081,2.026315789473684,0.9473684210526315,150,11.19773858594267,2190.016266281062,5231.086139327234
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,5.30783847460521,1.9285714285714286,2.076923076923077,1.0512820512820513,160,9.40422904077631,1898.8390662849524,4556.4048243614225
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,5.214415787665433,1.1724137931034482,1.5454545454545454,1.2954545454545454,168,11.40268163584139,2097.00275905742,4771.732839563034
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,5.279936744143492,1.565217391304348,2.0,1.25,152,10.742241201790335,2109.3191347858988,4967.896140043147
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,5.41328394326043,1.1296296296296295,1.3863636363636365,1.2045454545454546,157,9.53860410007147,2140.149782239888,5897.61578098579
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,5.235130876604235,1.5227272727272727,1.675,1.075,149,11.786244140990915,2212.9106790266237,4863.760418942843
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,5.398685961878237,1.1355932203389831,1.675,1.45,164,9.20949973355524,2036.3647113174884,5565.123378714618
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,5.449906893850929,1.0819672131147542,1.6923076923076923,1.5384615384615385,164,7.921006602683287,1843.5073191250704,5118.077929630338
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,5.4943653784442565,1.8636363636363635,2.1025641025641026,1.1025641025641026,163,7.793402728311143,1896.267861849514,5642.636739798611
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,5.213058646938581,1.6470588235294117,1.8666666666666667,1.1111111111111112,178,11.296812335081594,2074.7153418846956,4655.12905073506
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,5.4583230047485,1.5,1.8837209302325582,1.2325581395348837,176,8.174488908907705,1918.5811371955974,5533.10649939037
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,5.443387899044031,1.7843137254901962,2.2195121951219514,1.2195121951219512,181,7.577386081927574,1752.0752038605476,4794.366728770774
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,5.6756551794826615,1.7222222222222223,2.3846153846153846,1.358974358974359,184,7.562903505019525,2205.9429924869864,7827.981347473208
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,5.489769410376756,2.0,2.3076923076923075,1.1282051282051282,172,8.255032516708079,1999.3800305721368,5749.057129599915
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,5.393247277241045,1.7608695652173914,2.25,1.25,161,9.665277703108476,2125.55265896136,5807.572518861059
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,5.518358707379245,1.9024390243902438,2.0,1.0256410256410255,156,8.904381338408985,2219.200218898906,6569.113852945917
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,5.5529459263012075,1.1538461538461537,1.6216216216216217,1.3783783783783783,147,7.285075427917391,1879.5237885253864,5832.940550108998
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,5.2743584906945165,1.872340425531915,2.046511627906977,1.069767441860465,176,9.695637657824212,1893.2203539351585,4406.553919206813
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,5.69347917617062,1.9375,2.4473684210526314,1.236842105263158,177,5.956926114141415,1768.7595692275354,6372.287572893753
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,5.664960885975483,1.0714285714285714,1.3043478260869565,1.1956521739130435,160,6.181957546591259,1783.9688681526782,6156.63099076355
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,5.218311930721563,2.1666666666666665,1.7333333333333334,0.7777777777777778,157,12.173669150900693,2247.530380521481,4873.9740932415625
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,5.243933327040607,1.7105263157894737,1.5853658536585367,0.9024390243902439,142,10.309198174235906,1952.7030093933317,4401.165027828736
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,4.485930899425373,1.290909090909091,4.176470588235294,3.176470588235294,141,16.22671922736734,1440.2761111260722,1984.5590601595688
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,4.6373105511849335,1.3555555555555556,3.388888888888889,2.4444444444444446,122,18.090274078486637,1868.1146660610132,2669.167820937562
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,4.215380887890818,1.8181818181818181,4.705882352941177,2.5294117647058822,139,24.90637770612318,1686.6587692525604,1571.843465195447
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,4.121501044470881,1.2372881355932204,3.3181818181818183,2.6363636363636362,152,18.686401094183985,1152.048671083903,1211.3457245599009
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,4.196274509152209,1.564102564102564,2.9047619047619047,1.8095238095238095,119,17.437761065292197,1158.536141402657,1209.2296236147201
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,4.635565234594663,1.619047619047619,4.0,2.411764705882353,125,12.211992160027714,1258.887492520089,2223.119610262632
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,4.667820710042779,2.2142857142857144,5.166666666666667,2.2777777777777777,151,16.004725481610663,1703.9506254220732,2702.206422751958
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,4.370287961375424,1.459016393442623,4.45,3.0,168,21.24868220876608,1680.0567324083079,1966.6427421625624
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,4.1938577842807065,1.6888888888888889,4.222222222222222,2.4444444444444446,137,19.269740193790433,1277.1595432319511,1332.7696096669506
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,4.702444144498018,1.098360655737705,2.576923076923077,2.3076923076923075,152,15.101426574085728,1664.422272904549,2721.8455414366804
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,4.556999675998347,1.5555555555555556,3.5,2.2,133,17.972446233373688,1712.7225129491437,2198.715882716906
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,4.3182178386888035,1.8,4.090909090909091,2.227272727272727,160,22.623958264445733,1698.0355170690752,1839.532364943063
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,4.172388440335391,1.169811320754717,3.6470588235294117,3.0588235294117645,130,20.204656931698434,1310.6802540858603,1422.725884598747
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,4.561864842904519,2.0444444444444443,5.411764705882353,2.588235294117647,152,12.964858488355443,1241.5394083060003,1788.8690291463977
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,4.292153289749133,1.2,3.0,2.4545454545454546,141,20.738096143925297,1516.4474767336483,1816.8036693444099
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,4.1701256102178546,1.0677966101694916,2.739130434782609,2.5217391304347827,143,15.59129288789039,1009.1243165433957,1163.213667917244
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,4.655507863569312,1.4583333333333333,3.888888888888889,2.611111111111111,134,16.480655389262058,1733.1488127044443,2563.745248468484
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,4.3526565254011995,1.4523809523809523,3.388888888888889,2.2777777777777777,119,21.121539028165902,1640.817467193188,1928.0079097920518
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,4.19716145496229,1.2222222222222223,3.3,2.65,138,20.877330292549857,1388.2862478585134,1512.5607926339612
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,4.4454254617630955,1.3214285714285714,3.7,2.75,148,13.318904741802823,1135.251960493421,1520.4906526068112
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,4.391243865067631,1.3275862068965518,3.5,2.590909090909091,155,22.790238434886025,1840.1017914804913,1988.1099132395348
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,4.489507197305653,1.9411764705882353,6.1875,3.125,164,14.483541323227591,1290.1581940490867,1598.3519266948813
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,4.406423262123509,1.2982456140350878,3.217391304347826,2.4347826086956523,152,14.867541813560107,1218.777635249906,1480.5297182125444
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,4.391398699353488,1.8043478260869565,3.772727272727273,2.0454545454545454,149,13.701984539325334,1106.480325598861,1502.0291701222177
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,4.324330092524745,2.0408163265306123,5.882352941176471,2.823529411764706,164,22.894517894965094,1728.8774104821364,1916.4457988335432
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,4.579481048864541,1.5192307692307692,4.647058823529412,3.0,146,17.807738182015836,1735.6098705548375,2444.1976083842333
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,4.6427568166786335,2.35,4.947368421052632,2.0526315789473686,151,13.227832317585134,1373.4483983799005,2456.7311530197967
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,4.639429505024064,1.5,4.6875,3.0625,139,14.88134755967657,1540.00061095983,2207.096751874568
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,4.268784250902794,1.5918367346938775,3.391304347826087,2.0869565217391304,148,20.39720973047907,1457.0692940691524,1626.3203835384677
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,4.698937141088024,1.5818181818181818,4.142857142857143,2.5714285714285716,161,14.804153783274677,1625.945779339711,2787.9157657375185
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,4.203042181749827,2.4166666666666665,3.3461538461538463,1.3461538461538463,147,20.250251236171767,1354.529420634896,1413.0183210409884
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,4.5216586881790635,1.4318181818181819,3.15,2.15,125,11.179034364216854,1028.3375832263325,1684.9319925734358
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,4.180654671561595,1.4482758620689655,3.230769230769231,2.1923076923076925,166,23.42533558542973,1532.2198198291549,1451.4559338152033
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,4.159483433894471,1.7777777777777777,2.6666666666666665,1.4583333333333333,122,22.249766167765213,1424.8401815823725,1451.1689151426779
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,4.487847390030168,1.2765957446808511,2.608695652173913,2.0,128,18.36702911494397,1633.3763819058918,2188.893556422224
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,4.686687421702938,2.1777777777777776,4.454545454545454,2.0,163,17.5993182522621,1909.406208931981,2770.287786811645
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,4.126359485855993,1.3157894736842106,3.9473684210526314,2.9473684210526314,149,19.525498131530366,1209.6431693735462,1182.3779412289541
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,4.707289300476613,1.5357142857142858,3.909090909090909,2.5,162,11.60023597899805,1284.7439816370877,2364.2196063136294
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,4.530051860583993,2.7222222222222223,5.157894736842105,1.8421052631578947,151,19.196622675326406,1780.743444999884,2183.735230370924
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,4.556636171074637,1.3103448275862069,4.0,3.0,151,14.848697766629352,1414.523974922454,1789.1278514338842
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,4.277715878381393,1.736842105263158,5.5,3.111111111111111,172,24.4616465997262,1763.0884026256438,1713.5331855986105
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,4.353223280635723,1.3333333333333333,2.5,1.8333333333333333,127,22.343890860469422,1736.7593701074904,1902.4632258426743
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,4.251605129618,1.510204081632653,4.111111111111111,2.6666666666666665,139,18.56936110418085,1303.9039732921779,1497.2986665959015
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,4.6318163097202705,1.459016393442623,4.944444444444445,3.3333333333333335,166,14.135657652154789,1451.7381276904819,2580.6980064519216
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,4.678618729409328,1.3269230769230769,2.875,2.125,143,15.040135012279274,1618.639118327131,2368.846523706187
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,4.209069646663432,2.0425531914893615,4.173913043478261,2.0,164,21.105376127718504,1420.2631459472689,1364.536705620139
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,4.524616818800177,1.0,3.8125,3.75,136,18.534150379716817,1709.9712143702295,2270.109169880899
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,4.700699805350159,1.2542372881355932,3.8947368421052633,3.0526315789473686,150,10.263405993938242,1129.2224282173063,2184.5474787393487
